year,/,month,/,day,g,s,w
" 2014",/,Sep,/,16,6,27,91
" 2014",/,Sep,/,17,6,26,90
" 2014",/,Sep,/,18,5,20,69
" 2014",/,Sep,/,19,5,14,64
" 2014",/,Sep,/,20,5,15,65
" 2014",/,Sep,/,21,5,26,81
" 2014",/,Sep,/,22,6,33,94
" 2014",/,Sep,/,23,7,34,99
" 2014",/,Sep,/,24,6,37,94
" 2014",/,Sep,/,25,6,63,125
" 2014",/,Sep,/,26,6,83,144
" 2014",/,Sep,/,27,6,83,147
" 2014",/,Sep,/,28,8,86,163
" 2014",/,Sep,/,29,8,77,161
" 2014",/,Sep,/,30,9,65,155
" 2014",/,Oct,/,1,8,51,129
" 2014",/,Oct,/,2,7,35,109
" 2014",/,Oct,/,3,8,33,109
" 2014",/,Oct,/,4,7,26,95
" 2014",/,Oct,/,5,6,24,80
" 2014",/,Oct,/,6,4,21,65
" 2014",/,Oct,/,7,5,14,63
" 2014",/,Oct,/,8,5,16,64
" 2014",/,Oct,/,9,4,17,53
" 2014",/,Oct,/,10,3,12,37
" 2014",/,Oct,/,11,2,6,27
" 2014",/,Oct,/,12,2,7,31
" 2014",/,Oct,/,13,3,8,36
" 2014",/,Oct,/,14,6,16,74
" 2014",/,Oct,/,15,5,14,66
" 2014",/,Oct,/,16,4,9,44
" 2014",/,Oct,/,17,4,14,55
" 2014",/,Oct,/,18,4,23,58
" 2014",/,Oct,/,19,4,39,80
" 2014",/,Oct,/,20,5,56,102
" 2014",/,Oct,/,21,4,59,100
" 2014",/,Oct,/,22,5,73,126
" 2014",/,Oct,/,23,5,77,131
" 2014",/,Oct,/,24,6,76,135
" 2014",/,Oct,/,25,6,73,132
" 2014",/,Oct,/,26,6,65,124
" 2014",/,Oct,/,27,5,51,99
" 2014",/,Oct,/,28,5,37,90
" 2014",/,Oct,/,29,6,23,86
" 2014",/,Oct,/,30,8,17,97
" 2014",/,Oct,/,31,6,14,76
" 2014",/,Nov,/,1,6,21,83
" 2014",/,Nov,/,2,6,30,88
" 2014",/,Nov,/,3,7,29,96
" 2014",/,Nov,/,4,7,25,100
" 2014",/,Nov,/,5,8,33,109
" 2014",/,Nov,/,6,6,33,88
" 2014",/,Nov,/,7,5,35,86
" 2014",/,Nov,/,8,4,31,75
" 2014",/,Nov,/,9,4,28,67
" 2014",/,Nov,/,10,4,25,64
" 2014",/,Nov,/,11,4,36,79
" 2014",/,Nov,/,12,5,47,98
" 2014",/,Nov,/,13,6,35,91
" 2014",/,Nov,/,14,6,35,94
" 2014",/,Nov,/,15,6,32,93
" 2014",/,Nov,/,16,5,34,88
" 2014",/,Nov,/,17,5,32,83
" 2014",/,Nov,/,18,4,28,67
" 2014",/,Nov,/,19,4,25,63
" 2014",/,Nov,/,20,4,26,70
" 2014",/,Nov,/,21,3,25,60
" 2014",/,Nov,/,22,4,32,71
" 2014",/,Nov,/,23,4,35,79
" 2014",/,Nov,/,24,6,40,99
" 2014",/,Nov,/,25,7,50,116
" 2014",/,Nov,/,26,7,45,113
" 2014",/,Nov,/,27,8,59,138
" 2014",/,Nov,/,28,7,58,132
" 2014",/,Nov,/,29,7,56,130
" 2014",/,Nov,/,30,9,54,139
" 2014",/,Dec,/,1,7,40,114
" 2014",/,Dec,/,2,7,48,118
" 2014",/,Dec,/,3,6,40,102
" 2014",/,Dec,/,4,6,29,85
" 2014",/,Dec,/,5,4,18,62
" 2014",/,Dec,/,6,4,11,54
" 2014",/,Dec,/,7,3,13,47
" 2014",/,Dec,/,8,4,19,63
" 2014",/,Dec,/,9,5,25,73
" 2014",/,Dec,/,10,6,35,92
" 2014",/,Dec,/,11,7,40,112
" 2014",/,Dec,/,12,8,45,120
" 2014",/,Dec,/,13,9,38,126
" 2014",/,Dec,/,14,10,47,150
" 2014",/,Dec,/,15,9,54,148
" 2014",/,Dec,/,16,9,64,157
" 2014",/,Dec,/,17,8,76,160
" 2014",/,Dec,/,18,7,71,142
" 2014",/,Dec,/,19,8,75,155
" 2014",/,Dec,/,20,7,60,128
" 2014",/,Dec,/,21,8,57,133
" 2014",/,Dec,/,22,7,47,118
" 2014",/,Dec,/,23,7,36,111
" 2014",/,Dec,/,24,6,22,86
" 2014",/,Dec,/,25,6,20,84
" 2014",/,Dec,/,26,5,22,75
" 2014",/,Dec,/,27,6,23,84
" 2014",/,Dec,/,28,6,23,85
" 2014",/,Dec,/,29,6,20,81
" 2014",/,Dec,/,30,6,23,83
" 2014",/,Dec,/,31,6,29,89
" 2015",/,Jan,/,1,7,32,98
" 2015",/,Jan,/,2,8,41,118
" 2015",/,Jan,/,3,7,40,106
" 2015",/,Jan,/,4,6,39,97
" 2015",/,Jan,/,5,5,37,84
" 2015",/,Jan,/,6,5,39,94
" 2015",/,Jan,/,7,6,36,94
" 2015",/,Jan,/,8,7,37,104
" 2015",/,Jan,/,9,7,41,113
" 2015",/,Jan,/,10,7,39,111
" 2015",/,Jan,/,11,8,41,117
" 2015",/,Jan,/,12,8,41,118
" 2015",/,Jan,/,13,6,29,93
" 2015",/,Jan,/,14,5,20,70
" 2015",/,Jan,/,15,4,15,52
" 2015",/,Jan,/,16,3,15,48
" 2015",/,Jan,/,17,3,9,35
" 2015",/,Jan,/,18,3,20,54
" 2015",/,Jan,/,19,4,18,61
" 2015",/,Jan,/,20,4,14,57
" 2015",/,Jan,/,21,3,13,44
" 2015",/,Jan,/,22,4,13,54
" 2015",/,Jan,/,23,4,16,54
" 2015",/,Jan,/,24,4,19,54
" 2015",/,Jan,/,25,4,22,61
" 2015",/,Jan,/,26,6,48,105
" 2015",/,Jan,/,27,7,62,128
" 2015",/,Jan,/,28,8,62,142
" 2015",/,Jan,/,29,8,65,144
" 2015",/,Jan,/,30,8,69,144
" 2015",/,Jan,/,31,7,55,121
" 2015",/,Feb,/,1,5,44,98
" 2015",/,Feb,/,2,5,35,82
" 2015",/,Feb,/,3,4,35,78
" 2015",/,Feb,/,4,4,48,89
" 2015",/,Feb,/,5,4,41,80
" 2015",/,Feb,/,6,5,33,80
" 2015",/,Feb,/,7,4,33,74
" 2015",/,Feb,/,8,5,34,79
" 2015",/,Feb,/,9,5,35,86
" 2015",/,Feb,/,10,4,30,73
" 2015",/,Feb,/,11,3,19,52
" 2015",/,Feb,/,12,3,14,49
" 2015",/,Feb,/,13,3,14,47
" 2015",/,Feb,/,14,3,14,40
" 2015",/,Feb,/,15,4,15,52
" 2015",/,Feb,/,16,3,9,34
" 2015",/,Feb,/,17,2,6,28
" 2015",/,Feb,/,18,5,16,69
" 2015",/,Feb,/,19,6,18,75
" 2015",/,Feb,/,20,3,15,47
" 2015",/,Feb,/,21,4,13,49
" 2015",/,Feb,/,22,3,10,37
" 2015",/,Feb,/,23,3,15,41
" 2015",/,Feb,/,24,2,13,34
" 2015",/,Feb,/,25,2,8,24
" 2015",/,Feb,/,26,2,9,31
" 2015",/,Feb,/,27,3,22,51
" 2015",/,Feb,/,28,3,24,58
" 2015",/,Mar,/,1,3,25,59
" 2015",/,Mar,/,2,3,23,50
" 2015",/,Mar,/,3,3,18,45
" 2015",/,Mar,/,4,2,15,39
" 2015",/,Mar,/,5,2,7,26
" 2015",/,Mar,/,6,2,5,29
" 2015",/,Mar,/,7,1,7,19
" 2015",/,Mar,/,8,1,11,25
" 2015",/,Mar,/,9,1,15,27
" 2015",/,Mar,/,10,1,16,27
" 2015",/,Mar,/,11,2,20,39
" 2015",/,Mar,/,12,3,27,55
" 2015",/,Mar,/,13,3,27,60
" 2015",/,Mar,/,14,3,25,51
" 2015",/,Mar,/,15,3,25,55
" 2015",/,Mar,/,16,2,16,37
" 2015",/,Mar,/,17,3,11,38
" 2015",/,Mar,/,18,3,13,47
" 2015",/,Mar,/,19,3,10,44
" 2015",/,Mar,/,20,2,4,22
" 2015",/,Mar,/,21,3,8,39
" 2015",/,Mar,/,22,5,20,72
" 2015",/,Mar,/,23,6,30,94
" 2015",/,Mar,/,24,7,27,101
" 2015",/,Mar,/,25,7,31,97
" 2015",/,Mar,/,26,6,27,90
" 2015",/,Mar,/,27,7,29,98
" 2015",/,Mar,/,28,5,22,69
" 2015",/,Mar,/,29,4,20,62
" 2015",/,Mar,/,30,3,15,48
" 2015",/,Mar,/,31,3,10,38
" 2015",/,Apr,/,1,3,8,35
" 2015",/,Apr,/,2,2,11,30
" 2015",/,Apr,/,3,2,8,27
" 2015",/,Apr,/,4,4,16,53
" 2015",/,Apr,/,5,3,18,50
" 2015",/,Apr,/,6,3,20,48
" 2015",/,Apr,/,7,2,26,50
" 2015",/,Apr,/,8,2,22,45
" 2015",/,Apr,/,9,2,21,41
" 2015",/,Apr,/,10,2,15,36
" 2015",/,Apr,/,11,4,20,57
" 2015",/,Apr,/,12,5,28,75
" 2015",/,Apr,/,13,6,35,92
" 2015",/,Apr,/,14,6,33,88
" 2015",/,Apr,/,15,5,38,84
" 2015",/,Apr,/,16,5,46,93
" 2015",/,Apr,/,17,6,44,108
" 2015",/,Apr,/,18,7,45,115
" 2015",/,Apr,/,19,8,49,125
" 2015",/,Apr,/,20,7,42,113
" 2015",/,Apr,/,21,7,37,112
" 2015",/,Apr,/,22,9,40,129
" 2015",/,Apr,/,23,7,27,93
" 2015",/,Apr,/,24,5,23,73
" 2015",/,Apr,/,25,4,21,64
" 2015",/,Apr,/,26,4,17,56
" 2015",/,Apr,/,27,3,11,38
" 2015",/,Apr,/,28,3,7,34
" 2015",/,Apr,/,29,1,2,13
" 2015",/,Apr,/,30,1,4,18
" 2015",/,May,/,1,2,7,23
" 2015",/,May,/,2,2,15,34
" 2015",/,May,/,3,2,25,50
" 2015",/,May,/,4,5,42,88
" 2015",/,May,/,5,5,47,97
" 2015",/,May,/,6,6,59,115
" 2015",/,May,/,7,7,60,130
" 2015",/,May,/,8,7,56,123
" 2015",/,May,/,9,6,54,118
" 2015",/,May,/,10,8,63,138
" 2015",/,May,/,11,8,57,134
" 2015",/,May,/,12,7,57,132
" 2015",/,May,/,13,9,54,139
" 2015",/,May,/,14,9,50,137
" 2015",/,May,/,15,8,38,116
" 2015",/,May,/,16,7,27,94
" 2015",/,May,/,17,6,18,82
" 2015",/,May,/,18,6,13,76
" 2015",/,May,/,19,5,13,59
" 2015",/,May,/,20,4,9,46
" 2015",/,May,/,21,4,11,48
" 2015",/,May,/,22,4,14,59
" 2015",/,May,/,23,5,19,64
" 2015",/,May,/,24,4,21,66
" 2015",/,May,/,25,4,14,58
" 2015",/,May,/,26,3,8,38
" 2015",/,May,/,27,2,3,26
" 2015",/,May,/,28,1,2,16
" 2015",/,May,/,29,2,3,22
" 2015",/,May,/,30,2,5,22
" 2015",/,May,/,31,2,6,31
" 2015",/,Jun,/,1,3,13,41
" 2015",/,Jun,/,2,3,11,42
" 2015",/,Jun,/,3,4,14,52
" 2015",/,Jun,/,4,5,24,74
" 2015",/,Jun,/,5,6,30,89
" 2015",/,Jun,/,6,7,39,106
" 2015",/,Jun,/,7,7,42,115
" 2015",/,Jun,/,8,6,41,104
" 2015",/,Jun,/,9,6,36,95
" 2015",/,Jun,/,10,6,40,101
" 2015",/,Jun,/,11,6,35,93
" 2015",/,Jun,/,12,6,43,100
" 2015",/,Jun,/,13,6,34,94
" 2015",/,Jun,/,14,6,34,91
" 2015",/,Jun,/,15,4,28,63
" 2015",/,Jun,/,16,4,35,78
" 2015",/,Jun,/,17,4,43,80
" 2015",/,Jun,/,18,3,52,77
" 2015",/,Jun,/,19,2,47,68
" 2015",/,Jun,/,20,2,47,69
" 2015",/,Jun,/,21,2,41,61
" 2015",/,Jun,/,22,2,35,56
" 2015",/,Jun,/,23,1,30,45
" 2015",/,Jun,/,24,1,24,35
" 2015",/,Jun,/,25,1,17,27
" 2015",/,Jun,/,26,1,13,24
" 2015",/,Jun,/,27,1,10,24
" 2015",/,Jun,/,28,2,7,32
" 2015",/,Jun,/,29,3,9,40
" 2015",/,Jun,/,30,3,14,46
" 2015",/,Jul,/,1,4,20,58
" 2015",/,Jul,/,2,5,21,71
" 2015",/,Jul,/,3,5,26,80
" 2015",/,Jul,/,4,7,28,94
" 2015",/,Jul,/,5,7,38,109
" 2015",/,Jul,/,6,6,32,93
" 2015",/,Jul,/,7,7,47,117
" 2015",/,Jul,/,8,8,39,117
" 2015",/,Jul,/,9,7,31,103
" 2015",/,Jul,/,10,6,33,96
" 2015",/,Jul,/,11,5,25,75
" 2015",/,Jul,/,12,5,17,64
" 2015",/,Jul,/,13,4,14,51
" 2015",/,Jul,/,14,4,9,44
" 2015",/,Jul,/,15,4,9,44
" 2015",/,Jul,/,16,4,11,49
" 2015",/,Jul,/,17,3,12,45
" 2015",/,Jul,/,18,4,12,51
" 2015",/,Jul,/,19,3,14,46
" 2015",/,Jul,/,20,2,14,35
" 2015",/,Jul,/,21,2,13,34
" 2015",/,Jul,/,22,2,13,34
" 2015",/,Jul,/,23,2,7,28
" 2015",/,Jul,/,24,2,5,24
" 2015",/,Jul,/,25,2,15,36
" 2015",/,Jul,/,26,2,21,40
" 2015",/,Jul,/,27,3,24,52
" 2015",/,Jul,/,28,3,27,61
" 2015",/,Jul,/,29,4,22,63
" 2015",/,Jul,/,30,5,18,70
" 2015",/,Jul,/,31,5,18,68
" 2015",/,Aug,/,1,4,12,53
" 2015",/,Aug,/,2,4,8,45
" 2015",/,Aug,/,3,4,12,51
" 2015",/,Aug,/,4,5,25,73
" 2015",/,Aug,/,5,5,31,78
" 2015",/,Aug,/,6,6,33,91
" 2015",/,Aug,/,7,5,36,87
" 2015",/,Aug,/,8,4,32,70
" 2015",/,Aug,/,9,3,31,62
" 2015",/,Aug,/,10,3,27,56
" 2015",/,Aug,/,11,4,30,65
" 2015",/,Aug,/,12,3,21,47
" 2015",/,Aug,/,13,3,18,48
" 2015",/,Aug,/,14,2,14,36
" 2015",/,Aug,/,15,2,14,34
" 2015",/,Aug,/,16,2,12,30
" 2015",/,Aug,/,17,2,10,29
" 2015",/,Aug,/,18,2,13,34
" 2015",/,Aug,/,19,2,22,44
" 2015",/,Aug,/,20,2,32,56
" 2015",/,Aug,/,21,2,39,62
" 2015",/,Aug,/,22,2,39,58
" 2015",/,Aug,/,23,2,48,69
" 2015",/,Aug,/,24,2,49,71
" 2015",/,Aug,/,25,2,39,57
" 2015",/,Aug,/,26,1,32,44
" 2015",/,Aug,/,27,2,30,46
" 2015",/,Aug,/,28,2,21,39
" 2015",/,Aug,/,29,3,13,41
" 2015",/,Aug,/,30,2,6,27
" 2015",/,Aug,/,31,2,10,32
" 2015",/,Sep,/,1,3,10,36
" 2015",/,Sep,/,2,2,9,28
" 2015",/,Sep,/,3,2,6,23
" 2015",/,Sep,/,4,3,6,32
" 2015",/,Sep,/,5,2,4,23
" 2015",/,Sep,/,6,3,7,33
" 2015",/,Sep,/,7,3,7,37
" 2015",/,Sep,/,8,3,9,39
" 2015",/,Sep,/,9,3,9,42
" 2015",/,Sep,/,10,3,10,38
" 2015",/,Sep,/,11,4,24,65
" 2015",/,Sep,/,12,4,26,70
" 2015",/,Sep,/,13,4,21,64
" 2015",/,Sep,/,14,3,17,52
" 2015",/,Sep,/,15,4,23,66
" 2015",/,Sep,/,16,4,29,70
" 2015",/,Sep,/,17,3,33,65
" 2015",/,Sep,/,18,3,30,62
" 2015",/,Sep,/,19,3,24,56
" 2015",/,Sep,/,20,4,18,58
" 2015",/,Sep,/,21,4,19,56
" 2015",/,Sep,/,22,5,27,73
" 2015",/,Sep,/,23,5,35,85
" 2015",/,Sep,/,24,5,39,92
" 2015",/,Sep,/,25,6,62,127
" 2015",/,Sep,/,26,6,63,125
" 2015",/,Sep,/,27,7,58,132
" 2015",/,Sep,/,28,6,57,117
" 2015",/,Sep,/,29,5,55,101
" 2015",/,Sep,/,30,4,48,83
" 2015",/,Oct,/,1,3,46,77
" 2015",/,Oct,/,2,2,27,52
" 2015",/,Oct,/,3,2,16,36
" 2015",/,Oct,/,4,1,9,20
" 2015",/,Oct,/,5,1,5,17
" 2015",/,Oct,/,6,2,3,21
" 2015",/,Oct,/,7,2,4,23
" 2015",/,Oct,/,8,2,4,22
" 2015",/,Oct,/,9,1,3,17
" 2015",/,Oct,/,10,1,1,13
" 2015",/,Oct,/,11,2,3,27
" 2015",/,Oct,/,12,3,10,43
" 2015",/,Oct,/,13,4,16,54
" 2015",/,Oct,/,14,4,13,51
" 2015",/,Oct,/,15,3,17,47
" 2015",/,Oct,/,16,3,20,52
" 2015",/,Oct,/,17,4,28,70
" 2015",/,Oct,/,18,4,23,68
" 2015",/,Oct,/,19,5,34,85
" 2015",/,Oct,/,20,5,33,78
" 2015",/,Oct,/,21,5,36,82
" 2015",/,Oct,/,22,5,40,94
" 2015",/,Oct,/,23,5,24,76
" 2015",/,Oct,/,24,5,26,71
" 2015",/,Oct,/,25,4,19,62
" 2015",/,Oct,/,26,4,20,58
" 2015",/,Oct,/,27,4,15,52
" 2015",/,Oct,/,28,5,20,74
" 2015",/,Oct,/,29,6,24,80
" 2015",/,Oct,/,30,4,26,67
" 2015",/,Oct,/,31,4,30,66
" 2015",/,Nov,/,1,3,44,74
" 2015",/,Nov,/,2,3,54,86
" 2015",/,Nov,/,3,3,48,78
" 2015",/,Nov,/,4,4,49,87
" 2015",/,Nov,/,5,4,32,68
" 2015",/,Nov,/,6,4,32,69
" 2015",/,Nov,/,7,4,30,73
" 2015",/,Nov,/,8,4,24,67
" 2015",/,Nov,/,9,4,24,62
" 2015",/,Nov,/,10,4,27,69
" 2015",/,Nov,/,11,4,17,53
" 2015",/,Nov,/,12,4,10,48
" 2015",/,Nov,/,13,3,10,40
" 2015",/,Nov,/,14,3,7,36
" 2015",/,Nov,/,15,3,14,46
" 2015",/,Nov,/,16,2,7,27
" 2015",/,Nov,/,17,2,11,29
" 2015",/,Nov,/,18,2,10,25
" 2015",/,Nov,/,19,3,16,42
" 2015",/,Nov,/,20,3,19,50
" 2015",/,Nov,/,21,3,24,55
" 2015",/,Nov,/,22,4,30,67
" 2015",/,Nov,/,23,3,19,52
" 2015",/,Nov,/,24,3,17,50
" 2015",/,Nov,/,25,4,18,54
" 2015",/,Nov,/,26,4,17,57
" 2015",/,Nov,/,27,4,13,51
" 2015",/,Nov,/,28,3,11,43
" 2015",/,Nov,/,29,3,9,44
" 2015",/,Nov,/,30,3,10,39
" 2015",/,Dec,/,1,2,8,29
" 2015",/,Dec,/,2,2,8,29
" 2015",/,Dec,/,3,3,5,32
" 2015",/,Dec,/,4,2,6,31
" 2015",/,Dec,/,5,3,9,42
" 2015",/,Dec,/,6,4,9,48
" 2015",/,Dec,/,7,4,11,53
" 2015",/,Dec,/,8,4,14,54
" 2015",/,Dec,/,9,5,21,67
" 2015",/,Dec,/,10,6,18,74
" 2015",/,Dec,/,11,6,19,74
" 2015",/,Dec,/,12,6,18,74
" 2015",/,Dec,/,13,5,18,71
" 2015",/,Dec,/,14,5,21,66
" 2015",/,Dec,/,15,3,18,53
" 2015",/,Dec,/,16,4,22,58
" 2015",/,Dec,/,17,4,18,53
" 2015",/,Dec,/,18,4,19,54
" 2015",/,Dec,/,19,2,12,34
" 2015",/,Dec,/,20,1,7,20
" 2015",/,Dec,/,21,2,6,26
" 2015",/,Dec,/,22,4,23,61
" 2015",/,Dec,/,23,3,21,55
" 2015",/,Dec,/,24,3,30,63
" 2015",/,Dec,/,25,3,31,60
" 2015",/,Dec,/,26,2,31,53
" 2015",/,Dec,/,27,2,34,52
" 2015",/,Dec,/,28,2,35,54
" 2015",/,Dec,/,29,2,23,41
" 2015",/,Dec,/,30,2,12,27
" 2015",/,Dec,/,31,1,7,18
" 2016",/,Jan,/,1,2,7,26
" 2016",/,Jan,/,2,3,7,32
" 2016",/,Jan,/,3,3,15,45
" 2016",/,Jan,/,4,3,14,47
" 2016",/,Jan,/,5,2,8,31
" 2016",/,Jan,/,6,2,5,28
" 2016",/,Jan,/,7,4,14,54
" 2016",/,Jan,/,8,6,19,74
" 2016",/,Jan,/,9,6,25,83
" 2016",/,Jan,/,10,4,19,61
" 2016",/,Jan,/,11,3,12,41
" 2016",/,Jan,/,12,3,9,35
" 2016",/,Jan,/,13,3,8,33
" 2016",/,Jan,/,14,3,8,34
" 2016",/,Jan,/,15,3,9,39
" 2016",/,Jan,/,16,3,10,40
" 2016",/,Jan,/,17,4,8,50
" 2016",/,Jan,/,18,3,7,35
" 2016",/,Jan,/,19,3,7,39
" 2016",/,Jan,/,20,4,16,51
" 2016",/,Jan,/,21,3,23,55
" 2016",/,Jan,/,22,3,23,55
" 2016",/,Jan,/,23,3,24,51
" 2016",/,Jan,/,24,2,22,45
" 2016",/,Jan,/,25,4,21,56
" 2016",/,Jan,/,26,4,24,59
" 2016",/,Jan,/,27,4,34,70
" 2016",/,Jan,/,28,3,27,60
" 2016",/,Jan,/,29,3,22,54
" 2016",/,Jan,/,30,2,8,30
" 2016",/,Jan,/,31,2,7,30
" 2016",/,Feb,/,1,3,10,38
" 2016",/,Feb,/,2,4,13,49
" 2016",/,Feb,/,3,5,32,85
" 2016",/,Feb,/,4,6,45,107
" 2016",/,Feb,/,5,5,32,84
" 2016",/,Feb,/,6,4,22,61
" 2016",/,Feb,/,7,5,34,82
" 2016",/,Feb,/,8,5,32,82
" 2016",/,Feb,/,9,4,33,75
" 2016",/,Feb,/,10,4,29,72
" 2016",/,Feb,/,11,4,31,76
" 2016",/,Feb,/,12,3,25,50
" 2016",/,Feb,/,13,2,23,39
" 2016",/,Feb,/,14,2,25,46
" 2016",/,Feb,/,15,3,19,45
" 2016",/,Feb,/,16,3,13,38
" 2016",/,Feb,/,17,3,7,33
" 2016",/,Feb,/,18,3,6,34
" 2016",/,Feb,/,19,3,9,40
" 2016",/,Feb,/,20,3,17,50
" 2016",/,Feb,/,21,3,15,41
" 2016",/,Feb,/,22,2,9,31
" 2016",/,Feb,/,23,3,8,36
" 2016",/,Feb,/,24,3,5,32
" 2016",/,Feb,/,25,2,7,30
" 2016",/,Feb,/,26,3,9,34
" 2016",/,Feb,/,27,1,14,27
" 2016",/,Feb,/,28,2,15,33
" 2016",/,Feb,/,29,3,14,44
" 2016",/,Mar,/,1,4,13,49
" 2016",/,Mar,/,2,4,15,56
" 2016",/,Mar,/,3,5,13,60
" 2016",/,Mar,/,4,6,21,83
" 2016",/,Mar,/,5,5,13,58
" 2016",/,Mar,/,6,5,15,61
" 2016",/,Mar,/,7,4,9,48
" 2016",/,Mar,/,8,4,11,47
" 2016",/,Mar,/,9,5,13,60
" 2016",/,Mar,/,10,5,11,61
" 2016",/,Mar,/,11,3,5,35
" 2016",/,Mar,/,12,4,11,48
" 2016",/,Mar,/,13,3,11,42
" 2016",/,Mar,/,14,4,17,52
" 2016",/,Mar,/,15,4,20,56
" 2016",/,Mar,/,16,4,12,51
" 2016",/,Mar,/,17,4,10,47
" 2016",/,Mar,/,18,3,8,34
" 2016",/,Mar,/,19,3,7,32
" 2016",/,Mar,/,20,2,6,28
" 2016",/,Mar,/,21,2,4,21
" 2016",/,Mar,/,22,1,5,16
" 2016",/,Mar,/,23,1,6,18
" 2016",/,Mar,/,24,2,6,27
" 2016",/,Mar,/,25,2,6,28
" 2016",/,Mar,/,26,2,4,24
" 2016",/,Mar,/,27,2,5,25
" 2016",/,Mar,/,28,2,4,20
" 2016",/,Mar,/,29,1,4,15
" 2016",/,Mar,/,30,1,2,12
" 2016",/,Mar,/,31,1,3,13
" 2016",/,Apr,/,1,1,2,13
" 2016",/,Apr,/,2,1,2,12
" 2016",/,Apr,/,3,2,4,23
" 2016",/,Apr,/,4,2,7,29
" 2016",/,Apr,/,5,2,8,27
" 2016",/,Apr,/,6,1,7,17
" 2016",/,Apr,/,7,1,7,21
" 2016",/,Apr,/,8,2,6,23
" 2016",/,Apr,/,9,1,10,23
" 2016",/,Apr,/,10,1,16,30
" 2016",/,Apr,/,11,2,18,38
" 2016",/,Apr,/,12,2,15,35
" 2016",/,Apr,/,13,3,15,43
" 2016",/,Apr,/,14,2,16,37
" 2016",/,Apr,/,15,2,19,36
" 2016",/,Apr,/,16,2,19,38
" 2016",/,Apr,/,17,2,13,34
" 2016",/,Apr,/,18,2,9,29
" 2016",/,Apr,/,19,2,6,25
" 2016",/,Apr,/,20,2,4,24
" 2016",/,Apr,/,21,2,4,25
" 2016",/,Apr,/,22,1,2,13
" 2016",/,Apr,/,23,1,2,16
" 2016",/,Apr,/,24,3,6,33
" 2016",/,Apr,/,25,3,7,41
" 2016",/,Apr,/,26,4,11,54
" 2016",/,Apr,/,27,5,15,62
" 2016",/,Apr,/,28,5,23,78
" 2016",/,Apr,/,29,5,20,73
" 2016",/,Apr,/,30,6,26,86
" 2016",/,May,/,1,5,24,75
" 2016",/,May,/,2,5,19,65
" 2016",/,May,/,3,4,18,60
" 2016",/,May,/,4,5,15,60
" 2016",/,May,/,5,4,14,52
" 2016",/,May,/,6,3,12,42
" 2016",/,May,/,7,2,10,31
" 2016",/,May,/,8,2,12,35
" 2016",/,May,/,9,3,18,45
" 2016",/,May,/,10,4,26,63
" 2016",/,May,/,11,4,32,71
" 2016",/,May,/,12,4,32,72
" 2016",/,May,/,13,4,30,71
" 2016",/,May,/,14,5,31,81
" 2016",/,May,/,15,5,27,74
" 2016",/,May,/,16,3,15,45
" 2016",/,May,/,17,2,11,32
" 2016",/,May,/,18,2,6,29
" 2016",/,May,/,19,3,9,39
" 2016",/,May,/,20,2,10,33
" 2016",/,May,/,21,1,7,18
" 2016",/,May,/,22,1,5,17
" 2016",/,May,/,23,1,5,15
" 2016",/,May,/,24,2,4,21
" 2016",/,May,/,25,2,9,31
" 2016",/,May,/,26,2,10,30
" 2016",/,May,/,27,2,10,26
" 2016",/,May,/,28,2,9,29
" 2016",/,May,/,29,2,5,25
" 2016",/,May,/,30,2,11,33
" 2016",/,May,/,31,2,10,31
" 2016",/,Jun,/,1,2,8,28
" 2016",/,Jun,/,2,1,3,14
" 2016",/,Jun,/,3,0,0,0
" 2016",/,Jun,/,4,0,0,2
" 2016",/,Jun,/,5,0,0,2
" 2016",/,Jun,/,6,0,0,2
" 2016",/,Jun,/,7,1,2,11
" 2016",/,Jun,/,8,1,5,16
" 2016",/,Jun,/,9,1,8,18
" 2016",/,Jun,/,10,2,10,30
" 2016",/,Jun,/,11,3,13,40
" 2016",/,Jun,/,12,2,11,35
" 2016",/,Jun,/,13,2,8,30
" 2016",/,Jun,/,14,3,8,35
" 2016",/,Jun,/,15,2,5,28
" 2016",/,Jun,/,16,2,8,31
" 2016",/,Jun,/,17,3,7,36
" 2016",/,Jun,/,18,3,6,38
" 2016",/,Jun,/,19,3,9,41
" 2016",/,Jun,/,20,3,5,31
" 2016",/,Jun,/,21,2,3,23
" 2016",/,Jun,/,22,2,2,19
" 2016",/,Jun,/,23,0,0,1
" 2016",/,Jun,/,24,0,0,2
" 2016",/,Jun,/,25,0,0,0
" 2016",/,Jun,/,26,0,0,1
" 2016",/,Jun,/,27,0,0,1
" 2016",/,Jun,/,28,0,0,0
" 2016",/,Jun,/,29,0,0,0
" 2016",/,Jun,/,30,0,0,2
" 2016",/,Jul,/,1,0,0,0
" 2016",/,Jul,/,2,0,0,1
" 2016",/,Jul,/,3,0,1,4
" 2016",/,Jul,/,4,0,0,1
" 2016",/,Jul,/,5,1,1,6
" 2016",/,Jul,/,6,1,1,8
" 2016",/,Jul,/,7,2,5,23
" 2016",/,Jul,/,8,3,9,36
" 2016",/,Jul,/,9,3,16,47
" 2016",/,Jul,/,10,3,16,43
" 2016",/,Jul,/,11,4,21,60
" 2016",/,Jul,/,12,4,16,55
" 2016",/,Jul,/,13,4,13,48
" 2016",/,Jul,/,14,3,13,46
" 2016",/,Jul,/,15,4,23,64
" 2016",/,Jul,/,16,3,22,52
" 2016",/,Jul,/,17,2,22,45
